EVENT,BOUT,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND,Win,win_loss_ratio
UFC 57: Liddell vs Couture 3,Paul Buentello vs. Gilbert Aldana,Gilbert Aldana,0.0,28.0,1.02,38.0,0.0,0.0,0.0,0.0,0,19.0,5.0,4.0,6.0,19.0,3.0,0,0.75
UFC 57: Liddell vs Couture 3,Paul Buentello vs. Gilbert Aldana,Paul Buentello,0.0,49.0,1.42,67.0,1.0,0.5,1.0,0.0,0,33.0,12.0,4.0,10.0,33.0,6.0,2,0.6730769230769231
UFC 57: Liddell vs Couture 3,Renato Sobral vs. Mike van Arsdale,Mike van Arsdale,0.0,1.0,0.25,3.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.6153846153846154
UFC 57: Liddell vs Couture 3,Renato Sobral vs. Mike van Arsdale,Renato Sobral,0.0,9.0,0.75,11.0,0.0,0.0,1.0,1.0,0,1.0,1.0,7.0,2.0,6.0,1.0,1,0.7708333333333334
UFC 58: USA vs Canada,Georges St-Pierre vs. BJ Penn,BJ Penn,0.0,37.0,1.25,101.0,1.0,1.0,1.0,0.0,0,28.0,8.0,1.0,28.0,9.0,0.0,0,0.5333333333333333
UFC 58: USA vs Canada,Georges St-Pierre vs. BJ Penn,Georges St-Pierre,0.0,59.0,1.4,135.0,4.0,2.0,0.0,0.0,0,38.0,7.0,14.0,46.0,7.0,6.0,3,0.9285714285714286
UFC 58: USA vs Canada,Jason Lambert vs. Rob MacDonald,Jason Lambert,1.0,7.0,0.43,13.0,1.0,0.5,1.0,0.0,0,5.0,1.0,1.0,2.0,4.0,1.0,1,0.6666666666666666
UFC 58: USA vs Canada,Jason Lambert vs. Rob MacDonald,Rob MacDonald,0.0,3.0,0.33,3.0,0.0,0.0,0.0,0.0,0,3.0,0.0,0.0,1.0,2.0,0.0,0,0.5555555555555556
UFC 58: USA vs Canada,Mark Hominick vs. Yves Edwards,Mark Hominick,0.0,22.0,1.01,31.0,0.0,0.0,1.0,0.0,0,13.0,6.0,3.0,11.0,11.0,0.0,2,0.625
UFC 58: USA vs Canada,Mark Hominick vs. Yves Edwards,Yves Edwards,0.0,20.0,0.28,21.0,1.0,0.5,0.0,0.0,0,10.0,5.0,5.0,17.0,3.0,0.0,0,0.65625
UFC 58: USA vs Canada,Mike Swick vs. Steve Vigneault,Mike Swick,0.0,13.0,0.59,13.0,0.0,0.0,1.0,0.0,0,4.0,0.0,9.0,4.0,9.0,0.0,1,0.7142857142857143
UFC 58: USA vs Canada,Mike Swick vs. Steve Vigneault,Steve Vigneault,0.0,6.0,0.46,8.0,0.0,0.0,0.0,0.0,0,1.0,1.0,4.0,1.0,5.0,0.0,0,0.6666666666666666
UFC 58: USA vs Canada,Nate Marquardt vs. Joe Doerksen,Joe Doerksen,1.0,26.0,0.99,71.0,2.0,1.0,0.0,0.0,0,19.0,5.0,2.0,21.0,2.0,3.0,0,0.7611940298507462
UFC 58: USA vs Canada,Nate Marquardt vs. Joe Doerksen,Nate Marquardt,0.0,56.0,1.7,71.0,5.0,2.0,2.0,1.0,0,36.0,7.0,13.0,44.0,5.0,7.0,3,0.6481481481481481
UFC 58: USA vs Canada,Rich Franklin vs. David Loiseau,David Loiseau,1.0,21.0,1.51,26.0,1.0,1.0,0.0,0.0,0,11.0,10.0,0.0,17.0,4.0,0.0,0,0.6764705882352942
UFC 58: USA vs Canada,Rich Franklin vs. David Loiseau,Rich Franklin,2.0,127.0,2.62,211.0,5.0,3.5,0.0,1.0,0,82.0,42.0,3.0,74.0,32.0,21.0,5,0.8055555555555556
UFC 58: USA vs Canada,Sam Stout vs. Spencer Fisher,Sam Stout,0.0,62.0,0.97,76.0,0.0,0.0,0.0,0.0,0,38.0,15.0,9.0,40.0,19.0,3.0,3,0.625
UFC 58: USA vs Canada,Sam Stout vs. Spencer Fisher,Spencer Fisher,0.0,53.0,1.04,77.0,4.0,2.0,3.0,1.0,0,31.0,15.0,7.0,36.0,12.0,5.0,0,0.7272727272727273
UFC 58: USA vs Canada,Tom Murphy vs. Icho Larenas,Icho Larenas,0.0,2.0,0.25,15.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,2.0,0.0,0,0.5454545454545454
UFC 58: USA vs Canada,Tom Murphy vs. Icho Larenas,Tom Murphy,0.0,30.0,2.31,82.0,6.0,2.5,2.0,0.0,0,30.0,0.0,0.0,0.0,4.0,26.0,3,1.0
UFC 59: Reality Check,David Terrell vs. Scott Smith,David Terrell,0.0,10.0,0.71,21.0,1.0,0.25,2.0,0.0,0,6.0,1.0,3.0,1.0,4.0,5.0,1,0.75
UFC 59: Reality Check,David Terrell vs. Scott Smith,Scott Smith,0.0,3.0,0.5,4.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,2.0,0.0,1.0,0,0.6206896551724138
UFC 59: Reality Check,Evan Tanner vs. Justin Levens,Evan Tanner,0.0,10.0,0.58,16.0,1.0,0.5,2.0,0.0,0,6.0,2.0,2.0,1.0,3.0,6.0,1,0.8
UFC 59: Reality Check,Evan Tanner vs. Justin Levens,Justin Levens,0.0,2.0,0.5,6.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0,0.5882352941176471
UFC 59: Reality Check,Jason Lambert vs. Terry Martin,Jason Lambert,0.0,31.0,1.5899999999999999,66.0,0.0,0.0,0.0,0.0,0,16.0,9.0,6.0,0.0,17.0,14.0,2,0.6666666666666666
UFC 59: Reality Check,Jason Lambert vs. Terry Martin,Terry Martin,0.0,15.0,1.01,29.0,1.0,1.0,0.0,0.0,0,6.0,1.0,8.0,2.0,9.0,4.0,0,0.6764705882352942
UFC 59: Reality Check,Jeff Monson vs. Marcio Cruz,Jeff Monson,0.0,32.0,0.9,154.0,2.0,1.0,0.0,0.0,0,16.0,11.0,5.0,16.0,10.0,6.0,3,0.6976744186046512
UFC 59: Reality Check,Jeff Monson vs. Marcio Cruz,Marcio Cruz,0.0,40.0,1.13,51.0,0.0,0.0,0.0,0.0,0,14.0,5.0,21.0,34.0,6.0,0.0,0,0.7272727272727273
UFC 59: Reality Check,Karo Parisyan vs. Nick Thompson,Karo Parisyan,0.0,18.0,0.6,23.0,2.0,0.66,0.0,0.0,0,16.0,2.0,0.0,1.0,0.0,17.0,1,0.6857142857142857
UFC 59: Reality Check,Karo Parisyan vs. Nick Thompson,Nick Thompson,0.0,2.0,0.28,4.0,1.0,1.0,0.0,0.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.7307692307692307
UFC 59: Reality Check,Sean Sherk vs. Nick Diaz,Nick Diaz,0.0,57.0,1.25,131.0,1.0,1.0,3.0,1.0,0,47.0,9.0,1.0,45.0,11.0,1.0,3,0.7222222222222222
UFC 59: Reality Check,Sean Sherk vs. Nick Diaz,Sean Sherk,0.0,39.0,0.73,80.0,2.0,0.45,0.0,1.0,0,30.0,5.0,4.0,17.0,22.0,0.0,0,0.9
UFC 59: Reality Check,Thiago Alves vs. Derrick Noble,Derrick Noble,0.0,18.0,0.4,26.0,0.0,0.0,0.0,0.0,0,10.0,4.0,4.0,7.0,11.0,0.0,1,0.6428571428571429
UFC 59: Reality Check,Thiago Alves vs. Derrick Noble,Thiago Alves,1.0,11.0,0.4,19.0,0.0,0.0,0.0,0.0,0,5.0,4.0,2.0,5.0,4.0,2.0,0,0.6052631578947368
UFC 59: Reality Check,Tim Sylvia vs. Andrei Arlovski,Andrei Arlovski,1.0,11.0,0.45,12.0,0.0,0.0,0.0,0.0,0,7.0,3.0,1.0,9.0,2.0,0.0,0,0.6071428571428571
UFC 59: Reality Check,Tim Sylvia vs. Andrei Arlovski,Tim Sylvia,1.0,13.0,0.43,13.0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,7.0,0.0,6.0,1,0.7560975609756098
UFC 59: Reality Check,Tito Ortiz vs. Forrest Griffin,Forrest Griffin,0.0,58.0,0.83,81.0,0.0,0.0,0.0,0.0,0,52.0,2.0,4.0,58.0,0.0,0.0,0,0.7307692307692307
UFC 59: Reality Check,Tito Ortiz vs. Forrest Griffin,Tito Ortiz,0.0,61.0,1.41,94.0,3.0,1.2,0.0,0.0,0,57.0,2.0,2.0,35.0,0.0,26.0,3,0.6129032258064516
UFC 5: The Return of the Beast,Dan Severn vs. Dave Beneteau,Dan Severn,0.0,2.0,0.66,11.0,1.0,1.0,1.0,0.0,0,1.0,0.0,1.0,0.0,1.0,1.0,1,0.8416666666666667
UFC 5: The Return of the Beast,Dan Severn vs. Dave Beneteau,Dave Beneteau,0.0,2.0,0.33,5.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,2.0,0.0,0,0.5454545454545454
UFC 5: The Return of the Beast,Dan Severn vs. Joe Charles,Dan Severn,0.0,2.0,0.5,12.0,1.0,1.0,1.0,0.0,0,2.0,0.0,0.0,0.0,0.0,2.0,1,0.8416666666666667
UFC 5: The Return of the Beast,Dan Severn vs. Joe Charles,Joe Charles,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.3157894736842105
UFC 5: The Return of the Beast,Dan Severn vs. Oleg Taktarov,Dan Severn,0.0,9.0,0.52,38.0,1.0,1.0,0.0,0.0,0,9.0,0.0,0.0,0.0,0.0,9.0,1,0.8416666666666667
UFC 5: The Return of the Beast,Dan Severn vs. Oleg Taktarov,Oleg Taktarov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7727272727272727
UFC 5: The Return of the Beast,Dave Beneteau vs. Asbel Cancio,Asbel Cancio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
UFC 5: The Return of the Beast,Dave Beneteau vs. Asbel Cancio,Dave Beneteau,0.0,12.0,0.66,12.0,1.0,1.0,0.0,0.0,0,12.0,0.0,0.0,0.0,0.0,12.0,1,0.5454545454545454
UFC 5: The Return of the Beast,Dave Beneteau vs. Todd Medina,Dave Beneteau,0.0,8.0,0.61,22.0,1.0,1.0,0.0,0.0,0,8.0,0.0,0.0,0.0,0.0,8.0,1,0.5454545454545454
UFC 5: The Return of the Beast,Dave Beneteau vs. Todd Medina,Todd Medina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.55
UFC 5: The Return of the Beast,Guy Mezger vs. John Dowdy,Guy Mezger,1.0,12.0,0.7,15.0,0.0,0.0,0.0,0.0,0,10.0,1.0,1.0,2.0,2.0,8.0,1,0.6818181818181818
UFC 5: The Return of the Beast,Guy Mezger vs. John Dowdy,John Dowdy,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
UFC 5: The Return of the Beast,Jon Hess vs. Andy Anderson,Andy Anderson,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0,2.0,0.0,0.0,0.0,0.0,2.0,0,0.0
UFC 5: The Return of the Beast,Jon Hess vs. Andy Anderson,Jon Hess,0.0,17.0,0.6,30.0,0.0,0.0,0.0,0.0,0,7.0,10.0,0.0,6.0,6.0,5.0,1,0.5
UFC 5: The Return of the Beast,Ken Shamrock vs. Royce Gracie,Ken Shamrock,0.0,10.0,0.8,98.0,1.0,1.0,0.0,0.0,0,5.0,0.0,5.0,1.0,0.0,9.0,0,0.6222222222222222
UFC 5: The Return of the Beast,Ken Shamrock vs. Royce Gracie,Royce Gracie,0.0,3.0,0.37,355.0,0.0,0.0,0.0,0.0,0,2.0,0.0,1.0,1.0,0.0,2.0,2,0.8823529411764706
UFC 5: The Return of the Beast,Oleg Taktarov vs. Ernie Verdicia,Ernie Verdicia,0.0,2.0,0.4,7.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,2.0,1,0.0
UFC 5: The Return of the Beast,Oleg Taktarov vs. Ernie Verdicia,Oleg Taktarov,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7727272727272727
UFC 5: The Return of the Beast,Todd Medina vs. Larry Cureton,Larry Cureton,0.0,1.0,0.5,15.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0
UFC 5: The Return of the Beast,Todd Medina vs. Larry Cureton,Todd Medina,0.0,4.0,1.0,64.0,1.0,1.0,1.0,0.0,0,3.0,1.0,0.0,0.0,0.0,4.0,1,0.55
UFC 60: Hughes vs Gracie,Brandon Vera vs. Assuerio Silva,Assuerio Silva,0.0,9.0,0.52,11.0,1.0,1.0,0.0,0.0,0,1.0,5.0,3.0,6.0,1.0,2.0,1,0.6666666666666666
UFC 60: Hughes vs Gracie,Brandon Vera vs. Assuerio Silva,Brandon Vera,0.0,8.0,0.27,8.0,0.0,0.0,1.0,0.0,0,3.0,2.0,3.0,8.0,0.0,0.0,0,0.6818181818181818
UFC 60: Hughes vs Gracie,Dean Lister vs. Alessio Sakara,Alessio Sakara,0.0,1.0,0.33,4.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.6333333333333333
UFC 60: Hughes vs Gracie,Dean Lister vs. Alessio Sakara,Dean Lister,0.0,1.0,0.5,6.0,0.0,0.0,2.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.65
UFC 60: Hughes vs Gracie,Diego Sanchez vs. John Alessio,Diego Sanchez,0.0,9.0,0.35000000000000003,25.0,1.0,0.14,0.0,0.0,0,8.0,1.0,0.0,7.0,2.0,0.0,0,0.7045454545454546
UFC 60: Hughes vs Gracie,Diego Sanchez vs. John Alessio,John Alessio,0.0,17.0,0.8200000000000001,23.0,0.0,0.0,1.0,0.0,0,15.0,0.0,2.0,16.0,1.0,0.0,3,0.6730769230769231
UFC 60: Hughes vs Gracie,Gabriel Gonzaga vs. Fabiano Scherner,Fabiano Scherner,0.0,8.0,0.38,24.0,0.0,0.0,0.0,1.0,0,6.0,2.0,0.0,5.0,3.0,0.0,0,0.5238095238095238
UFC 60: Hughes vs Gracie,Gabriel Gonzaga vs. Fabiano Scherner,Gabriel Gonzaga,1.0,16.0,1.1600000000000001,34.0,3.0,1.0,0.0,0.0,0,11.0,3.0,2.0,8.0,4.0,4.0,2,0.6071428571428571
UFC 60: Hughes vs Gracie,Jeremy Horn vs. Chael Sonnen,Chael Sonnen,0.0,6.0,0.35,34.0,3.0,2.0,0.0,0.0,0,5.0,1.0,0.0,1.0,0.0,5.0,2,0.6590909090909091
UFC 60: Hughes vs Gracie,Jeremy Horn vs. Chael Sonnen,Jeremy Horn,0.0,3.0,0.75,5.0,0.0,0.0,4.0,0.0,0,3.0,0.0,0.0,1.0,0.0,2.0,0,0.8053097345132744
UFC 60: Hughes vs Gracie,Matt Hughes vs. Royce Gracie,Matt Hughes,0.0,32.0,0.8,33.0,1.0,1.0,1.0,0.0,0,22.0,8.0,2.0,3.0,1.0,28.0,1,0.8333333333333334
UFC 60: Hughes vs Gracie,Matt Hughes vs. Royce Gracie,Royce Gracie,0.0,7.0,0.63,14.0,0.0,0.0,0.0,0.0,0,0.0,2.0,5.0,5.0,2.0,0.0,0,0.8823529411764706
UFC 60: Hughes vs Gracie,Melvin Guillard vs. Rick Davis,Melvin Guillard,1.0,10.0,0.35,10.0,0.0,0.0,0.0,0.0,0,7.0,2.0,1.0,6.0,4.0,0.0,1,0.64
UFC 60: Hughes vs Gracie,Melvin Guillard vs. Rick Davis,Rick Davis,0.0,5.0,0.5,5.0,0.0,0.0,0.0,0.0,0,2.0,2.0,1.0,5.0,0.0,0.0,0,0.75
UFC 60: Hughes vs Gracie,Mike Swick vs. Joe Riggs,Joe Riggs,0.0,1.0,0.25,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.7213114754098361
UFC 60: Hughes vs Gracie,Mike Swick vs. Joe Riggs,Mike Swick,0.0,5.0,0.41,6.0,0.0,0.0,1.0,0.0,0,1.0,2.0,2.0,2.0,3.0,0.0,1,0.7142857142857143
UFC 60: Hughes vs Gracie,Spencer Fisher vs. Matt Wiman,Matt Wiman,0.0,10.0,0.85,29.0,1.0,0.33,4.0,0.0,0,7.0,2.0,1.0,1.0,4.0,5.0,0,0.6153846153846154
UFC 60: Hughes vs Gracie,Spencer Fisher vs. Matt Wiman,Spencer Fisher,1.0,27.0,1.38,44.0,0.0,0.0,0.0,0.0,0,10.0,12.0,5.0,6.0,14.0,7.0,2,0.7272727272727273
UFC 61: Bitter Rivals,Cheick Kongo vs. Gilbert Aldana,Cheick Kongo,0.0,24.0,0.85,33.0,1.0,1.0,0.0,0.0,0,15.0,7.0,2.0,1.0,20.0,3.0,1,0.7297297297297297
UFC 61: Bitter Rivals,Cheick Kongo vs. Gilbert Aldana,Gilbert Aldana,0.0,6.0,0.75,20.0,2.0,0.66,0.0,0.0,0,5.0,1.0,0.0,0.0,0.0,6.0,0,0.75
UFC 61: Bitter Rivals,Drew Fickett vs. Kurt Pellegrino,Drew Fickett,0.0,18.0,1.3900000000000001,70.0,1.0,1.0,2.0,1.0,0,11.0,4.0,3.0,9.0,3.0,6.0,0,0.6666666666666666
UFC 61: Bitter Rivals,Drew Fickett vs. Kurt Pellegrino,Kurt Pellegrino,0.0,25.0,1.68,84.0,5.0,2.0,0.0,0.0,0,13.0,10.0,2.0,5.0,7.0,13.0,3,0.6956521739130435
UFC 61: Bitter Rivals,Frank Mir vs. Dan Christison,Dan Christison,0.0,48.0,1.79,84.0,0.0,0.0,1.0,0.0,0,26.0,8.0,14.0,22.0,20.0,6.0,0,0.7407407407407407
UFC 61: Bitter Rivals,Frank Mir vs. Dan Christison,Frank Mir,0.0,53.0,1.87,111.0,3.0,1.83,0.0,0.0,0,19.0,30.0,4.0,7.0,25.0,21.0,3,0.6206896551724138
UFC 61: Bitter Rivals,Hermes Franca vs. Joe Jordan,Hermes Franca,0.0,46.0,0.81,71.0,3.0,1.53,1.0,0.0,0,33.0,8.0,5.0,38.0,7.0,1.0,3,0.5853658536585366
UFC 61: Bitter Rivals,Hermes Franca vs. Joe Jordan,Joe Jordan,0.0,20.0,0.5,31.0,0.0,0.0,0.0,0.0,0,6.0,0.0,14.0,12.0,6.0,2.0,0,0.7777777777777778
UFC 61: Bitter Rivals,Jeff Monson vs. Anthony Perosh,Anthony Perosh,0.0,8.0,0.47,10.0,0.0,0.0,0.0,0.0,0,3.0,3.0,2.0,4.0,4.0,0.0,0,0.6
UFC 61: Bitter Rivals,Jeff Monson vs. Anthony Perosh,Jeff Monson,1.0,18.0,0.69,25.0,0.0,0.0,0.0,1.0,0,14.0,2.0,2.0,1.0,9.0,8.0,1,0.6976744186046512
UFC 61: Bitter Rivals,Joe Stevenson vs. Yves Edwards,Joe Stevenson,0.0,28.0,0.9400000000000001,76.0,3.0,1.4,1.0,0.0,0,27.0,0.0,1.0,3.0,1.0,24.0,2,0.673469387755102
UFC 61: Bitter Rivals,Joe Stevenson vs. Yves Edwards,Yves Edwards,1.0,18.0,0.69,29.0,0.0,0.0,2.0,0.0,0,13.0,4.0,1.0,15.0,1.0,2.0,0,0.65625
UFC 61: Bitter Rivals,Joshua Burkman vs. Josh Neer,Josh Neer,0.0,19.0,1.54,42.0,1.0,0.5,1.0,1.0,0,17.0,1.0,1.0,7.0,5.0,7.0,0,0.6923076923076923
UFC 61: Bitter Rivals,Joshua Burkman vs. Josh Neer,Joshua Burkman,1.0,35.0,1.19,60.0,4.0,1.83,0.0,0.0,0,22.0,9.0,4.0,14.0,16.0,5.0,3,0.6363636363636364
UFC 61: Bitter Rivals,Tim Sylvia vs. Andrei Arlovski,Andrei Arlovski,0.0,66.0,1.03,68.0,0.0,0.0,0.0,0.0,0,39.0,8.0,19.0,64.0,2.0,0.0,0,0.6071428571428571
UFC 61: Bitter Rivals,Tim Sylvia vs. Andrei Arlovski,Tim Sylvia,0.0,97.0,1.85,99.0,0.0,0.0,0.0,0.0,0,68.0,7.0,22.0,88.0,9.0,0.0,5,0.7560975609756098
UFC 61: Bitter Rivals,Tito Ortiz vs. Ken Shamrock,Ken Shamrock,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6222222222222222
UFC 61: Bitter Rivals,Tito Ortiz vs. Ken Shamrock,Tito Ortiz,0.0,11.0,1.0,22.0,1.0,0.33,0.0,0.0,0,10.0,1.0,0.0,0.0,3.0,8.0,1,0.6129032258064516
UFC 62: Liddell vs Sobral,Cheick Kongo vs. Christian Wellisch,Cheick Kongo,1.0,17.0,0.77,27.0,0.0,0.0,0.0,0.0,0,12.0,4.0,1.0,3.0,14.0,0.0,1,0.7297297297297297
UFC 62: Liddell vs Sobral,Cheick Kongo vs. Christian Wellisch,Christian Wellisch,0.0,0.0,0.0,7.0,1.0,0.25,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6153846153846154
UFC 62: Liddell vs Sobral,Chuck Liddell vs. Renato Sobral,Chuck Liddell,2.0,17.0,0.68,17.0,0.0,0.0,0.0,0.0,0,15.0,2.0,0.0,8.0,0.0,9.0,1,0.7241379310344828
UFC 62: Liddell vs Sobral,Chuck Liddell vs. Renato Sobral,Renato Sobral,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.7708333333333334
UFC 62: Liddell vs Sobral,David Heath vs. Cory Walmsley,Cory Walmsley,0.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0,0.8
UFC 62: Liddell vs Sobral,David Heath vs. Cory Walmsley,David Heath,0.0,3.0,0.5,19.0,1.0,1.0,3.0,0.0,0,3.0,0.0,0.0,0.0,0.0,3.0,1,0.72
UFC 62: Liddell vs Sobral,Eric Schafer vs. Rob MacDonald,Eric Schafer,0.0,7.0,0.7,21.0,0.0,0.0,2.0,0.0,0,2.0,1.0,4.0,4.0,1.0,2.0,1,0.6363636363636364
UFC 62: Liddell vs Sobral,Eric Schafer vs. Rob MacDonald,Rob MacDonald,0.0,2.0,0.5,6.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,2.0,0.0,0.0,0,0.5555555555555556
UFC 62: Liddell vs Sobral,Forrest Griffin vs. Stephan Bonnar,Forrest Griffin,0.0,83.0,1.2,87.0,0.0,0.0,0.0,0.0,0,50.0,6.0,27.0,75.0,8.0,0.0,3,0.7307692307692307
UFC 62: Liddell vs Sobral,Forrest Griffin vs. Stephan Bonnar,Stephan Bonnar,0.0,41.0,0.75,44.0,0.0,0.0,0.0,0.0,0,32.0,4.0,5.0,41.0,0.0,0.0,0,0.625
UFC 62: Liddell vs Sobral,Hermes Franca vs. Jamie Varner,Hermes Franca,0.0,22.0,1.3599999999999999,97.0,1.0,0.5,3.0,2.0,0,13.0,4.0,5.0,14.0,6.0,2.0,3,0.5853658536585366
UFC 62: Liddell vs Sobral,Hermes Franca vs. Jamie Varner,Jamie Varner,0.0,18.0,0.46,41.0,9.0,1.8,0.0,0.0,0,14.0,1.0,3.0,1.0,1.0,16.0,0,0.65625
UFC 62: Liddell vs Sobral,Nick Diaz vs. Josh Neer,Josh Neer,0.0,25.0,1.27,33.0,0.0,0.0,0.0,0.0,0,15.0,6.0,4.0,12.0,13.0,0.0,0,0.6923076923076923
UFC 62: Liddell vs Sobral,Nick Diaz vs. Josh Neer,Nick Diaz,0.0,75.0,0.92,186.0,3.0,1.1600000000000001,1.0,0.0,0,49.0,23.0,3.0,35.0,39.0,1.0,3,0.7222222222222222
UFC 62: Liddell vs Sobral,Wilson Gouveia vs. Wes Combs,Wes Combs,0.0,10.0,0.58,10.0,0.0,0.0,0.0,0.0,0,0.0,1.0,9.0,10.0,0.0,0.0,0,0.7692307692307693
UFC 62: Liddell vs Sobral,Wilson Gouveia vs. Wes Combs,Wilson Gouveia,0.0,9.0,0.45,15.0,1.0,1.0,1.0,0.0,0,5.0,0.0,4.0,8.0,0.0,1.0,1,0.6363636363636364
UFC 62: Liddell vs Sobral,Yushin Okami vs. Alan Belcher,Alan Belcher,0.0,8.0,0.51,18.0,0.0,0.0,0.0,1.0,0,5.0,0.0,3.0,7.0,1.0,0.0,0,0.6923076923076923
UFC 62: Liddell vs Sobral,Yushin Okami vs. Alan Belcher,Yushin Okami,0.0,12.0,0.78,59.0,5.0,1.6600000000000001,0.0,0.0,0,9.0,0.0,3.0,7.0,0.0,5.0,3,0.7391304347826086
UFC 63: Hughes vs Penn,Eddie Sanchez vs. Mario Neto,Eddie Sanchez,1.0,10.0,0.81,23.0,0.0,0.0,0.0,0.0,0,8.0,0.0,2.0,3.0,1.0,6.0,2,0.6521739130434783
UFC 63: Hughes vs Penn,Eddie Sanchez vs. Mario Neto,Mario Neto,0.0,10.0,1.0,12.0,1.0,1.0,0.0,0.0,0,4.0,0.0,6.0,5.0,4.0,1.0,0,0.7222222222222222
UFC 63: Hughes vs Penn,Joe Lauzon vs. Jens Pulver,Jens Pulver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5869565217391305
UFC 63: Hughes vs Penn,Joe Lauzon vs. Jens Pulver,Joe Lauzon,1.0,9.0,0.81,9.0,1.0,1.0,0.0,0.0,0,9.0,0.0,0.0,3.0,1.0,5.0,1,0.6363636363636364
UFC 63: Hughes vs Penn,Jorge Gurgel vs. Danny Abbadi,Danny Abbadi,0.0,56.0,1.21,79.0,0.0,0.0,0.0,0.0,0,49.0,7.0,0.0,41.0,12.0,3.0,0,0.4
UFC 63: Hughes vs Penn,Jorge Gurgel vs. Danny Abbadi,Jorge Gurgel,0.0,58.0,1.1600000000000001,101.0,1.0,0.33,1.0,0.0,0,49.0,6.0,3.0,44.0,12.0,2.0,3,0.5833333333333334
UFC 63: Hughes vs Penn,Matt Hughes vs. BJ Penn,BJ Penn,0.0,17.0,1.19,49.0,0.0,0.0,2.0,1.0,0,10.0,7.0,0.0,8.0,7.0,2.0,0,0.5333333333333333
UFC 63: Hughes vs Penn,Matt Hughes vs. BJ Penn,Matt Hughes,0.0,35.0,1.06,77.0,1.0,0.5,0.0,0.0,0,28.0,5.0,2.0,20.0,4.0,11.0,3,0.8333333333333334
UFC 63: Hughes vs Penn,Melvin Guillard vs. Gabe Ruediger,Gabe Ruediger,0.0,7.0,0.41,26.0,2.0,0.18,0.0,0.0,0,5.0,2.0,0.0,0.0,3.0,4.0,0,0.6923076923076923
UFC 63: Hughes vs Penn,Melvin Guillard vs. Gabe Ruediger,Melvin Guillard,2.0,20.0,1.02,25.0,3.0,1.0,0.0,0.0,0,15.0,4.0,1.0,10.0,1.0,9.0,2,0.64
UFC 63: Hughes vs Penn,Mike Swick vs. David Loiseau,David Loiseau,0.0,36.0,1.5,44.0,1.0,1.0,0.0,0.0,0,21.0,4.0,11.0,12.0,19.0,5.0,0,0.6764705882352942
UFC 63: Hughes vs Penn,Mike Swick vs. David Loiseau,Mike Swick,0.0,32.0,0.97,63.0,3.0,1.33,0.0,0.0,0,12.0,9.0,11.0,17.0,13.0,2.0,3,0.7142857142857143
UFC 63: Hughes vs Penn,Rashad Evans vs. Jason Lambert,Jason Lambert,0.0,6.0,0.78,13.0,0.0,0.0,3.0,0.0,0,1.0,5.0,0.0,1.0,5.0,0.0,0,0.6666666666666666
